日期,区域,订单数,销售件数,销售金额,退货金额,净收入,活跃客户数,缺客户ID行数
2011-05-15,非英国,2,278,687.18,0.0,687.18,2,0
2011-05-16,英国,64,13459,33916.26,39.68,33876.58,48,399
2011-05-16,非英国,6,2552,5287.98,0.0,5287.98,5,0
2011-05-17,英国,99,16887,37886.5,562.28,37324.22,72,448
2011-05-17,非英国,7,9864,14830.2,51.36,14778.84,5,46
2011-05-18,英国,72,17592,31017.57,126.48,30891.09,59,182
2011-05-18,非英国,6,1407,2905.89,0.0,2905.89,6,0
2011-05-19,英国,103,15509,29406.61,1202.6,28204.01,84,355
2011-05-19,非英国,14,2597,5105.36,21.9,5083.46,11,11
2011-05-20,英国,76,14203,23845.88,332.4,23513.48,63,147
2011-05-20,非英国,6,1131,2317.8,47.75,2270.05,6,0
2011-05-22,英国,58,11376,21472.63,24.87,21447.76,53,0
2011-05-22,非英国,4,1251,2344.52,0.0,2344.52,4,0
2011-05-23,英国,79,16160,26430.65,373.6,26057.05,63,276
2011-05-23,非英国,13,1986,4157.85,35.77,4122.08,10,0
2011-05-24,英国,89,15602,36400.72,531.55,35869.17,71,630
2011-05-24,非英国,4,327,614.59,25.7,588.89,4,0
2011-05-25,英国,68,10960,20150.74,142.75,20007.99,53,285
2011-05-25,非英国,7,2191,3776.39,10.45,3765.94,7,0
2011-05-26,英国,61,10214,22160.43,282.64,21877.79,50,62
2011-05-26,非英国,13,6037,10923.35,5.8,10917.55,8,0
2011-05-27,英国,77,15051,25921.91,209.84,25712.07,60,285
2011-05-27,非英国,3,1139,1660.25,0.0,1660.25,3,0
2011-05-29,英国,24,3809,6756.21,186.0,6570.21,19,0
2011-05-29,非英国,1,254,510.73,0.0,510.73,1,0
2011-05-31,英国,52,10015,18494.59,711.75,17782.84,43,356
2011-05-31,非英国,10,1688,3362.16,34.35,3327.81,10,0
2011-06-01,英国,57,7497,13797.83,284.68,13513.15,49,713
2011-06-01,非英国,7,3458,6082.41,83.81,5998.6,6,0
2011-06-02,英国,69,13457,29787.09,268.1,29518.99,48,498
2011-06-02,非英国,6,1119,2056.51,44.33,2012.18,6,0
2011-06-03,英国,43,6859,14827.03,137.25,14689.78,35,196
2011-06-03,非英国,6,816,1825.62,25.0,1800.62,5,0
2011-06-05,英国,62,10308,19295.45,119.19,19176.26,54,0
2011-06-05,非英国,8,3056,5561.31,0.0,5561.31,8,0
2011-06-06,英国,65,8142,14880.61,915.33,13965.28,58,134
2011-06-06,非英国,6,1292,2451.94,23.35,2428.59,6,0
2011-06-07,英国,87,18064,36013.69,272.96,35740.73,78,433
2011-06-07,非英国,5,658,1169.17,40.46,1128.71,5,0
2011-06-08,英国,93,16620,34465.8,16.16,34449.64,67,817
2011-06-08,非英国,11,4611,6264.64,286.34,5978.3,8,0
2011-06-09,英国,81,24964,39840.87,226.26,39614.61,73,417
2011-06-09,非英国,14,3263,5413.42,15.0,5398.42,13,0
2011-06-10,英国,58,7266,54455.75,710.28,53745.47,47,321
2011-06-10,非英国,4,3390,7170.48,8.5,7161.98,4,0
2011-06-12,英国,38,8396,11498.56,33.2,11465.36,36,2
2011-06-12,非英国,2,1056,853.38,0.0,853.38,2,0
2011-06-13,英国,78,8639,16199.05,2042.33,14156.72,63,274
2011-06-13,非英国,8,2613,5292.58,21.95,5270.63,8,0
2011-06-14,英国,60,14599,40015.69,64.15,39951.54,44,551
2011-06-14,非英国,1,0,0.0,24.2,-24.2,1,0
2011-06-15,英国,60,10880,17996.12,1338.82,16657.3,41,359
2011-06-15,非英国,10,19482,30009.81,0.0,30009.81,6,17
2011-06-16,英国,88,18760,30567.88,436.0,30131.88,75,241
2011-06-16,非英国,8,1496,3297.12,16.95,3280.17,7,0
2011-06-17,英国,53,9449,16032.71,235.25,15797.46,33,82
2011-06-17,非英国,6,2297,4891.76,40.2,4851.56,6,0
2011-06-19,英国,57,9864,15744.69,81.4,15663.29,51,0
2011-06-19,非英国,6,5200,6524.79,0.0,6524.79,6,0
2011-06-20,英国,82,11917,24386.27,843.12,23543.15,54,797
2011-06-20,非英国,11,4645,8222.27,45.34,8176.93,10,0
2011-06-21,英国,71,12571,20892.74,374.64,20518.1,56,464
2011-06-21,非英国,7,1600,3216.38,1069.84,2146.54,5,38
2011-06-22,英国,54,11540,16493.83,31.05,16462.78,49,5
2011-06-22,非英国,8,4266,4370.48,0.0,4370.48,7,15
2011-06-23,英国,77,13363,22512.06,953.81,21558.25,67,369
2011-06-23,非英国,9,1294,2052.73,5.7,2047.03,6,0
2011-06-24,英国,49,8441,15892.36,29.51,15862.85,40,261
2011-06-24,非英国,7,1528,2520.25,4.95,2515.3,5,29
2011-06-26,英国,33,3288,6225.88,907.32,5318.56,27,0
2011-06-26,非英国,3,468,658.48,0.0,658.48,3,0
2011-06-27,英国,55,9380,15180.73,191.9,14988.83,40,363
2011-06-27,非英国,3,511,999.56,0.0,999.56,2,0
2011-06-28,英国,59,10623,20054.4,183.21,19871.19,45,167
2011-06-28,非英国,4,11118,14144.74,0.0,14144.74,2,0
2011-06-29,英国,52,9499,17480.22,271.44,17208.78,40,705
2011-06-29,非英国,5,2566,3738.99,41.45,3697.54,4,52
2011-06-30,英国,70,19914,40618.52,919.11,39699.41,52,416
2011-06-30,非英国,8,2026,3739.34,30.0,3709.34,7,0
2011-07-01,英国,51,6260,10466.69,466.16,10000.53,33,136
2011-07-01,非英国,8,1370,2524.24,34.13,2490.11,8,0
2011-07-03,英国,27,3091,5972.73,55.25,5917.48,24,0
2011-07-04,英国,53,12520,35948.73,103.5,35845.23,35,1189
2011-07-04,非英国,6,3162,6735.92,0.0,6735.92,3,56
2011-07-05,英国,80,21513,37479.36,398.52,37080.84,63,1363
2011-07-05,非英国,4,565,1290.39,17.9,1272.49,4,0
2011-07-06,英国,71,14632,21039.13,107.96,20931.17,60,560
2011-07-06,非英国,5,4516,4623.28,0.0,4623.28,5,0
2011-07-07,英国,80,18179,29825.52,985.48,28840.04,71,642
2011-07-07,非英国,10,949,1779.99,90.27,1689.72,8,0
2011-07-08,英国,68,10722,22198.23,229.27,21968.96,45,706
2011-07-08,非英国,8,1955,3250.75,12.75,3238.0,7,72
2011-07-10,英国,29,4200,5953.24,301.8,5651.44,20,0
2011-07-11,英国,58,13375,19693.02,125.49,19567.53,44,416
2011-07-11,非英国,5,1715,2350.71,0.0,2350.71,5,0
2011-07-12,英国,56,12663,23116.19,370.51,22745.68,46,896
2011-07-12,非英国,8,1276,2061.67,0.0,2061.67,6,0
2011-07-13,英国,54,10031,16435.66,140.7,16294.96,45,402
2011-07-13,非英国,8,6224,5404.53,0.0,5404.53,7,0
2011-07-14,英国,72,13384,25625.38,979.65,24645.73,60,264
2011-07-14,非英国,10,4123,7200.63,18.35,7182.28,9,1
2011-07-15,英国,45,6740,12061.46,255.5,11805.96,36,389
2011-07-15,非英国,4,547,1579.21,102.0,1477.21,4,0
2011-07-17,英国,50,10655,16430.82,19.9,16410.92,43,0
2011-07-17,非英国,3,361,669.44,0.0,669.44,2,49
2011-07-18,英国,63,10647,21292.21,942.76,20349.45,46,942
2011-07-18,非英国,5,4433,6874.93,0.0,6874.93,4,16
2011-07-19,英国,63,19999,32515.26,461.0,32054.26,57,84
2011-07-19,非英国,17,9145,17171.71,186.3,16985.41,12,0
2011-07-20,英国,60,16682,29717.82,2039.39,27678.43,45,784
2011-07-20,非英国,5,980,1922.16,0.0,1922.16,5,0
2011-07-21,英国,86,18096,28201.52,565.99,27635.53,67,171
2011-07-21,非英国,7,1787,3526.72,46.65,3480.07,5,0
2011-07-22,英国,50,9257,18105.18,106.48,17998.7,39,528
2011-07-22,非英国,2,1005,1466.09,0.0,1466.09,2,0
2011-07-24,英国,59,16618,25373.07,623.26,24749.81,51,48
2011-07-24,非英国,4,1037,1614.49,0.0,1614.49,4,0
2011-07-25,英国,56,14038,22072.87,26.9,22045.97,46,864
2011-07-25,非英国,6,2029,3299.81,8.85,3290.96,6,0
2011-07-26,英国,60,13215,20048.16,129.0,19919.16,49,380
2011-07-26,非英国,8,487,1206.41,198.36,1008.05,6,3
2011-07-27,英国,44,10016,19040.65,8.43,19032.22,35,377
2011-07-27,非英国,6,3931,6092.17,0.0,6092.17,5,0
2011-07-28,英国,93,25531,48020.07,506.61,47513.46,82,181
2011-07-28,非英国,10,4711,7690.75,46.65,7644.1,7,19
2011-07-29,英国,65,10773,17175.04,608.75,16566.29,57,177
2011-07-29,非英国,3,782,1301.84,82.54,1219.3,3,0
2011-07-31,英国,38,9326,13374.23,4.25,13369.98,32,9
2011-07-31,非英国,5,10038,19432.59,0.0,19432.59,5,0
2011-08-01,英国,42,10844,19116.96,26.08,19090.88,35,190
2011-08-01,非英国,2,817,1740.74,0.0,1740.74,2,0
2011-08-02,英国,50,11861,19662.95,297.32,19365.63,44,417
2011-08-02,非英国,9,3842,6448.55,39.0,6409.55,9,0
2011-08-03,英国,73,15475,26236.0,989.12,25246.88,65,181
2011-08-03,非英国,5,1014,1564.14,31.6,1532.54,5,0
2011-08-04,英国,75,36518,56831.23,45.81,56785.42,69,323
2011-08-04,非英国,14,4602,7878.66,4427.75,3450.91,11,0
2011-08-05,英国,51,10506,16778.14,171.25,16606.89,43,190
2011-08-05,非英国,7,2222,4109.78,13.45,4096.33,7,0
2011-08-07,英国,32,5115,7436.46,111.84,7324.62,27,1
2011-08-07,非英国,1,60,107.4,0.0,107.4,1,0
2011-08-08,英国,44,11823,20477.44,136.05,20341.39,41,365
2011-08-08,非英国,5,1506,2321.09,9.9,2311.19,4,1
2011-08-09,英国,50,8038,14755.22,550.09,14205.13,45,204
2011-08-09,非英国,4,8216,12583.69,134.55,12449.14,3,0
2011-08-10,英国,54,12835,24948.0,196.94,24751.06,45,618
2011-08-10,非英国,6,1567,3108.26,0.0,3108.26,6,0
2011-08-11,英国,73,22582,43292.17,276.25,43015.92,63,509
2011-08-11,非英国,7,16635,21682.45,21.5,21660.95,6,0
2011-08-12,英国,43,8640,15254.03,0.0,15254.03,34,404
2011-08-12,非英国,9,3325,5200.23,57.75,5142.48,8,0
2011-08-14,英国,34,3169,5655.22,128.93,5526.29,28,0
2011-08-14,非英国,2,3,46.65,4.95,41.7,2,0
2011-08-15,英国,47,7195,13102.44,38.43,13064.01,43,0
2011-08-15,非英国,5,2971,3975.51,0.0,3975.51,5,0
2011-08-16,英国,50,11006,18715.64,67.6,18648.04,42,79
2011-08-16,非英国,5,173,425.44,63.94,361.5,4,0
2011-08-17,英国,52,23862,48358.62,2278.38,46080.24,41,190
2011-08-17,非英国,8,1762,3507.94,9.9,3498.04,6,21
2011-08-18,英国,84,18298,26349.81,579.09,25770.72,75,7
2011-08-18,非英国,7,15721,27578.89,86.17,27492.72,6,0
2011-08-19,英国,49,7995,12848.51,78.15,12770.36,48,0
2011-08-19,非英国,10,2646,4052.56,22.9,4029.66,10,0
2011-08-21,英国,35,6672,11612.52,11.15,11601.37,31,6
2011-08-21,非英国,7,1402,2617.75,16.5,2601.25,6,0
2011-08-22,英国,62,14215,26631.64,1673.05,24958.59,54,6
2011-08-22,非英国,6,1317,2811.9,0.0,2811.9,6,0
2011-08-23,英国,53,11556,17777.97,30.75,17747.22,49,3
2011-08-23,非英国,15,3603,7795.62,133.39,7662.23,12,86
2011-08-24,英国,87,27462,44814.94,752.3,44062.64,71,290
2011-08-24,非英国,10,1882,2375.68,0.0,2375.68,8,0
2011-08-25,英国,74,10831,18904.61,391.99,18512.62,67,71
2011-08-25,非英国,11,2461,3802.57,0.0,3802.57,11,0
2011-08-26,英国,40,10049,14767.36,76.21,14691.15,36,57
2011-08-26,非英国,8,7063,10552.83,0.0,10552.83,6,0
2011-08-28,英国,38,5903,9444.57,20.25,9424.32,35,0
2011-08-28,非英国,1,798,1241.99,0.0,1241.99,1,0
2011-08-30,英国,40,10038,28765.62,21.03,28744.59,23,2812
2011-08-30,非英国,5,179,453.75,147.98,305.77,4,0
2011-08-31,英国,68,9455,16249.64,8323.31,7926.33,57,401
2011-08-31,非英国,10,2971,7536.38,433.97,7102.41,10,0
2011-09-01,英国,71,21996,28514.0,35.85,28478.15,65,0
2011-09-01,非英国,8,5714,8226.83,37.7,8189.13,6,0
2011-09-02,英国,70,16480,36328.03,141.99,36186.04,53,1144
2011-09-02,非英国,13,1932,3679.05,97.02,3582.03,11,65
2011-09-04,英国,46,7534,13140.92,96.85,13044.07,39,21
2011-09-04,非英国,7,3377,3737.82,0.0,3737.82,7,0
2011-09-05,英国,62,16445,25598.19,33.6,25564.59,51,191
2011-09-05,非英国,11,6277,10678.16,279.5,10398.66,9,0
2011-09-06,英国,62,13103,22869.43,297.29,22572.14,49,79
2011-09-06,非英国,6,1955,5128.63,0.0,5128.63,4,0
2011-09-07,英国,50,12870,25702.35,287.88,25414.47,39,1093
2011-09-07,非英国,7,3505,6079.05,0.0,6079.05,5,0
2011-09-08,英国,71,13670,19614.57,454.8,19159.77,55,242
2011-09-08,非英国,10,3721,6994.6,0.0,6994.6,7,106
2011-09-09,英国,70,13640,23409.53,230.82,23178.71,57,255
2011-09-09,非英国,11,3702,6182.9,238.68,5944.22,9,27
2011-09-11,英国,74,19810,33390.65,46.2,33344.45,64,0
2011-09-11,非英国,4,1081,1514.27,0.0,1514.27,4,0
2011-09-12,英国,89,16823,29297.96,678.27,28619.69,80,188
2011-09-13,英国,65,27121,41138.57,19.6,41118.97,58,526
2011-09-13,非英国,5,9379,12932.92,0.0,12932.92,5,0
2011-09-14,英国,76,12228,21092.15,196.12,20896.03,63,198
2011-09-14,非英国,7,1952,2255.44,36.2,2219.24,5,0
2011-09-15,英国,100,27552,70782.26,450.64,70331.62,83,549
2011-09-15,非英国,8,1715,3744.23,44.55,3699.68,6,0
2011-09-16,英国,50,14250,25349.38,64.6,25284.78,43,194
2011-09-16,非英国,7,792,1632.89,50.53,1582.36,6,0
2011-09-18,英国,28,8934,15634.0,53.4,15580.6,25,0
2011-09-19,英国,70,12286,19123.34,393.51,18729.83,63,5
2011-09-19,非英国,18,16931,26907.58,5.8,26901.78,15,0
2011-09-20,英国,66,42031,105483.76,14.85,105468.91,49,259
2011-09-20,非英国,9,1516,2880.58,72.45,2808.13,7,2
2011-09-21,英国,84,18518,38426.08,4950.02,33476.06,72,1325
2011-09-21,非英国,15,3767,7469.54,29.9,7439.64,12,0
2011-09-22,英国,111,26694,47865.0,2230.74,45634.26,94,227
2011-09-22,非英国,16,6381,10577.17,0.0,10577.17,14,0
2011-09-23,英国,73,17137,31548.98,1156.17,30392.81,63,701
2011-09-23,非英国,10,4700,7464.62,4.15,7460.47,8,0
2011-09-25,英国,72,18094,28541.61,109.9,28431.71,68,0
2011-09-25,非英国,6,1322,2425.17,0.0,2425.17,6,0
2011-09-26,英国,65,14093,26109.79,199.04,25910.75,59,4
2011-09-26,非英国,6,1148,2341.97,15.2,2326.77,5,0
2011-09-27,英国,92,20427,33515.9,410.1,33105.8,76,469
2011-09-27,非英国,8,796,1591.2,43.25,1547.95,7,0
2011-09-28,英国,92,21973,36114.19,262.19,35852.0,82,713
2011-09-28,非英国,18,3351,6330.76,100.45,6230.31,11,0
2011-09-29,英国,103,25538,42717.08,2752.99,39964.09,88,219
2011-09-29,非英国,9,1902,3120.66,1.25,3119.41,9,0
2011-09-30,英国,76,18064,34764.66,264.89,34499.77,63,386
2011-09-30,非英国,10,4472,8373.06,91.7,8281.36,7,0
2011-10-02,英国,36,8332,11531.56,10.95,11520.61,32,6
2011-10-03,英国,69,25770,61478.28,1468.75,60009.53,49,508
2011-10-03,非英国,3,150,308.0,26.7,281.3,3,0
2011-10-04,英国,85,24832,46293.17,335.46,45957.71,66,695
2011-10-04,非英国,11,431,1254.51,234.35,1020.16,8,1
2011-10-05,英国,86,32944,48163.1,349.2,47813.9,72,229
2011-10-05,非英国,14,13257,26523.3,0.0,26523.3,10,0
2011-10-06,英国,162,30886,54654.35,7234.48,47419.87,139,285
2011-10-06,非英国,20,4436,7144.96,80.9,7064.06,15,0
2011-10-07,英国,84,26145,46580.02,308.66,46271.36,67,398
2011-10-07,非英国,13,4739,6275.35,0.0,6275.35,13,0
2011-10-09,英国,41,7285,12273.1,602.16,11670.94,35,20
2011-10-10,英国,108,23317,40480.07,1054.58,39425.49,85,428
2011-10-10,非英国,11,2770,5702.63,66.6,5636.03,8,0
2011-10-11,英国,84,21446,42348.08,11845.02,30503.06,68,610
2011-10-11,非英国,11,6997,9456.38,36.85,9419.53,9,0
2011-10-12,英国,72,14261,24337.81,321.22,24016.59,57,585
2011-10-12,非英国,23,3329,6425.07,2385.21,4039.86,18,0
2011-10-13,英国,79,14134,26104.49,297.04,25807.45,67,342
2011-10-13,非英国,12,4521,9583.6,81.97,9501.63,12,0
2011-10-14,英国,64,14683,26022.91,444.76,25578.15,50,308
2011-10-14,非英国,12,3430,9039.51,77.84,8961.67,11,0
2011-10-16,英国,39,8648,21767.55,405.52,21362.03,32,0
2011-10-17,英国,82,19378,34545.4,160.74,34384.66,74,523
2011-10-17,非英国,17,11914,14751.35,3566.17,11185.18,12,0
2011-10-18,英国,81,25363,37743.43,487.17,37256.26,67,780
2011-10-18,非英国,12,3905,6617.35,2.12,6615.23,10,27
2011-10-19,英国,90,15096,27040.9,457.27,26583.63,74,431
2011-10-19,非英国,12,4053,7891.67,29.75,7861.92,11,0
2011-10-20,英国,93,16326,29010.86,274.86,28736.0,81,9
2011-10-20,非英国,11,24514,31672.67,54.9,31617.77,7,0
2011-10-21,英国,57,20368,55360.54,234.63,55125.91,51,64
2011-10-21,非英国,10,4399,7617.85,0.0,7617.85,8,0
2011-10-23,英国,43,6951,12106.19,21.05,12085.14,39,0
2011-10-23,非英国,1,0,0.0,15.7,-15.7,1,0
2011-10-24,英国,97,24744,43235.05,6155.72,37079.33,76,977
2011-10-24,非英国,7,665,1663.72,99.65,1564.07,7,0
2011-10-25,英国,75,24246,36756.33,427.15,36329.18,65,329
2011-10-25,非英国,5,2196,3131.12,0.0,3131.12,3,39
2011-10-26,英国,91,18441,32099.02,186.8,31912.22,74,176
2011-10-26,非英国,8,2151,3879.82,30.55,3849.27,7,0
2011-10-27,英国,112,24658,34439.27,1191.85,33247.42,99,226
2011-10-27,非英国,14,8081,13701.5,274.33,13427.17,11,0
2011-10-28,英国,74,17192,28103.2,79.86,28023.34,56,111
2011-10-28,非英国,12,6783,11742.75,8.5,11734.25,7,75
2011-10-30,英国,91,17506,30400.3,25.95,30374.35,82,0
2011-10-30,非英国,6,2390,3531.11,0.0,3531.11,6,0
2011-10-31,英国,62,19280,48609.07,160.09,48448.98,52,1537
2011-10-31,非英国,11,2255,3932.65,0.0,3932.65,11,0
2011-11-01,英国,86,14617,25070.04,388.6,24681.44,82,11
2011-11-01,非英国,6,1917,3739.86,25.0,3714.86,5,0
2011-11-02,英国,89,24496,37956.72,402.03,37554.69,79,818
2011-11-02,非英国,11,3986,6911.69,241.75,6669.94,8,0
2011-11-03,英国,101,31485,59191.04,531.1,58659.94,84,418
2011-11-03,非英国,11,1974,3399.92,83.65,3316.27,10,0
2011-11-04,英国,116,32745,57073.16,2352.76,54720.4,93,428
2011-11-04,非英国,13,2374,4726.46,184.41,4542.05,10,0
2011-11-06,英国,96,18111,32716.24,33.94,32682.3,81,3
2011-11-06,非英国,8,4944,9437.61,0.0,9437.61,7,0
2011-11-07,英国,95,29504,81492.4,1569.83,79922.57,82,283
2011-11-07,非英国,10,1778,2657.61,128.09,2529.52,7,31
2011-11-08,英国,126,24975,52373.9,715.69,51658.21,109,1665
2011-11-08,非英国,13,1344,2244.03,303.7,1940.33,11,0
2011-11-09,英国,119,35471,62163.87,3466.79,58697.08,97,514
2011-11-09,非英国,6,1156,2164.26,17.55,2146.71,5,0
2011-11-10,英国,142,27856,54866.41,450.7,54415.71,123,62
2011-11-10,非英国,18,10202,13727.11,69.95,13657.16,15,0
2011-11-11,英国,92,23898,44879.37,286.57,44592.8,75,1629
2011-11-11,非英国,19,5026,7934.07,37.95,7896.12,16,18
2011-11-13,英国,87,17597,27502.32,536.5,26965.82,72,204
2011-11-13,非英国,6,3087,5164.37,0.0,5164.37,3,56
2011-11-14,英国,118,44115,106374.76,573.46,105801.3,94,616
2011-11-14,非英国,15,3095,4973.85,151.47,4822.38,14,0
2011-11-15,英国,104,24843,49131.86,205.44,48926.42,90,1214
2011-11-15,非英国,12,5451,9046.3,0.0,9046.3,8,0
2011-11-16,英国,125,26663,52055.9,1531.47,50524.43,106,1379
2011-11-16,非英国,17,6267,10202.39,0.0,10202.39,13,22
2011-11-17,英国,125,23019,40754.42,527.46,40226.96,108,571
2011-11-17,非英国,26,8460,17967.24,45.95,17921.29,23,0
2011-11-18,英国,123,20486,42686.08,654.34,42031.74,109,667
2011-11-18,非英国,21,3394,6927.1,220.74,6706.36,19,0
2011-11-20,英国,96,17558,29778.91,138.56,29640.35,83,220
2011-11-20,非英国,8,1538,3279.55,0.0,3279.55,8,0
2011-11-21,英国,106,23532,44510.23,1150.97,43359.26,88,541
2011-11-21,非英国,10,2154,4028.53,352.25,3676.28,8,0
2011-11-22,英国,135,30309,56325.84,1594.65,54731.19,117,1084
2011-11-22,非英国,15,3345,5622.96,59.48,5563.48,12,0
2011-11-23,英国,130,29491,60816.11,684.56,60131.55,102,281
2011-11-23,非英国,15,9789,15168.34,60.66,15107.68,12,0
2011-11-24,英国,105,22174,40733.02,2636.6,38096.42,91,1234
2011-11-24,非英国,17,4191,8004.58,261.75,7742.83,13,34
2011-11-25,英国,79,17358,43781.42,318.41,43463.01,63,1386
2011-11-25,非英国,6,1539,3128.1,0.0,3128.1,6,0
2011-11-27,英国,58,10696,19443.18,39.58,19403.6,50,71
2011-11-27,非英国,1,225,829.91,0.0,829.91,1,0
2011-11-28,英国,112,26794,50273.38,121.22,50152.16,93,540
2011-11-28,非英国,11,2517,4156.05,531.4,3624.65,8,0
2011-11-29,英国,134,27100,61234.49,367.01,60867.48,105,1568
2011-11-29,非英国,11,3682,6863.92,0.0,6863.92,10,0
2011-11-30,英国,123,22808,47140.57,676.52,46464.05,103,1234
2011-11-30,非英国,19,5516,8947.53,260.93,8686.6,17,0
2011-12-01,英国,156,25472,47458.97,708.96,46750.01,142,658
2011-12-01,非英国,11,1507,3146.18,48.66,3097.52,7,14
2011-12-02,英国,116,26017,52307.95,240.4,52067.55,87,845
2011-12-02,非英国,13,2654,3609.22,257.17,3352.05,13,0
2011-12-04,英国,62,10716,21492.17,54.4,21437.77,51,90
2011-12-04,非英国,7,1567,2751.3,0.0,2751.3,7,0
2011-12-05,英国,126,41939,76984.26,214.34,76769.92,103,1919
2011-12-05,非英国,13,1735,3026.97,252.9,2774.07,11,0
2011-12-06,英国,131,28457,51736.67,2291.36,49445.31,114,706
2011-12-06,非英国,13,1889,3520.64,153.58,3367.06,13,0
2011-12-07,英国,100,29764,53338.35,174.89,53163.46,86,222
2011-12-07,非英国,17,12002,19460.74,53.1,19407.64,13,0
2011-12-08,英国,131,32896,74503.15,685.06,73818.09,111,2331
2011-12-08,非英国,9,2095,3068.04,392.16,2675.88,9,0
2011-12-09,英国,40,90532,193467.14,168564.38,24902.76,30,1006
2011-12-09,非英国,8,3406,4627.5,0.0,4627.5,7,0
合计,全部,46922,11187818,19645047.39,716495.53,18928551.86,,227172
